    0.013045   9.1243096902E-08   1.2443775138E-09   5.1938581408E-09   8.4804861248E-08
    0.026089   3.6441724771E-07   4.9775565487E-09   2.0775461557E-08   3.3866422961E-07
    0.039134   8.1786653326E-07   1.1199676285E-08   4.6744895818E-08   7.5992196115E-07
    0.052178   1.4488624560E-06   1.9910967766E-08   8.3102299484E-08   1.3458491888E-06
    0.065223   2.2536499547E-06   3.1111752778E-08   1.2984786017E-07   2.0926903418E-06
    0.078267   3.2275098026E-06   4.4802442725E-08   1.8698181263E-07   2.9957255473E-06
    0.091312   4.3648354867E-06   6.0983537793E-08   2.5450444119E-07   4.0493475077E-06
    0.104356   5.6592222808E-06   7.9655626611E-08   3.3241608796E-07   5.2471505662E-06
    0.117401   7.1035659494E-06   1.0081938646E-07   4.2071716698E-07   6.5820293959E-06
    0.130445   8.6901683556E-06   1.2447558391E-07   5.1940818286E-07   8.0462845888E-06
    0.143490   1.0410847200E-05   1.5062507566E-07   6.2848975155E-07   9.6317323727E-06
    0.156534   1.2257047180E-05   1.7926880918E-07   7.4796261970E-07   1.1329815751E-05
    0.169579   1.4219950023E-05   2.1040782298E-07   8.7782767991E-07   1.3131714520E-05
    0.182623   1.6290581088E-05   2.4404324616E-07   1.0180859796E-06   1.5028451863E-05
    0.195668   1.8459910546E-05   2.8017629733E-07   1.1687387234E-06   1.7010995525E-05
    0.208712   2.0718947479E-05   3.1880828303E-07   1.3297872697E-06   1.9070351927E-05
    0.221757   2.3058825634E-05   3.5994059597E-07   1.5012331245E-06   2.1197651914E-05
    0.234801   2.5470879903E-05   4.0357471354E-07   1.6830779366E-06   2.3384227253E-05
    0.247846   2.7946712979E-05   4.4971219705E-07   1.8753234966E-06   2.5621677286E-05
    0.260890   3.0478251943E-05   4.9835469181E-07   2.0779717419E-06   2.7901925510E-05
    0.273935   3.3057794830E-05   5.4950392834E-07   2.2910247699E-06   3.0217266132E-05
    0.286979   3.5678047455E-05   6.0316172432E-07   2.5144848561E-06   3.2560400874E-05
    0.300024   3.8332150988E-05   6.5932998706E-07   2.7483544745E-06   3.4924466527E-05
    0.313068   4.1013700909E-05   7.1801071598E-07   2.9926363166E-06   3.7303053877E-05
    0.326113   4.3716758087E-05   7.7920600442E-07   3.2473333038E-06   3.9690218779E-05
    0.339157   4.6435852816E-05   8.4291804060E-07   3.5124485898E-06   4.2080486186E-05
    0.352202   4.9165982659E-05   9.0914910751E-07   3.7879855537E-06   4.4468847997E-05
    0.365246   5.1902604983E-05   9.7790158168E-07   4.0739477822E-06   4.6850755619E-05
    0.378291   5.4641625047E-05   1.0491779316E-06   4.3703390469E-06   4.9222108069E-05
    0.391335   5.7379380460E-05   1.1229807157E-06   4.6771632805E-06   5.1579236464E-05
    0.404380   6.0112622786E-05   1.1993125817E-06   4.9944245577E-06   5.3918885647E-05
    0.417424   6.2838497007E-05   1.2781762658E-06   5.3221270861E-06   5.6238193655E-05
    0.430469   6.5554519455E-05   1.3595745948E-06   5.6602752087E-06   5.8534669651E-05
    0.443513   6.8258554776E-05   1.4435104881E-06   6.0088734176E-06   6.0806170871E-05
    0.456558   7.0948792386E-05   1.5299869617E-06   6.3679263766E-06   6.3050879048E-05
    0.469602   7.3623722802E-05   1.6190071317E-06   6.7374389470E-06   6.5267276724E-05
    0.482647   7.6282114188E-05   1.7105742181E-06   7.1174162091E-06   6.7454123760E-05
    0.495691   7.8922989352E-05   1.8046915470E-06   7.5078634750E-06   6.9610434330E-05
    0.508736   8.1545603434E-05   1.9013625511E-06   7.9087862874E-06   7.1735454596E-05
    0.521780   8.4149422425E-05   2.0005907690E-06   8.3201904042E-06   7.3828641252E-05
    0.534825   8.6734102677E-05   2.1023798427E-06   8.7420817718E-06   7.5889641063E-05
    0.547869   8.9299471494E-05   2.2067335141E-06   9.1744664910E-06   7.7918271489E-05
    0.560914   9.1845508885E-05   2.3136556224E-06   9.6173507850E-06   7.9914502478E-05
    0.573958   9.4372330527E-05   2.4231501009E-06   1.0070740975E-05   8.1878439452E-05
    0.587003   9.6880171963E-05   2.5352209769E-06   1.0534643469E-05   8.3810307517E-05
    0.600047   9.9369374023E-05   2.6498723725E-06   1.1009064771E-05   8.5710436879E-05
    0.613092   1.0184036944E-04   2.7671085074E-06   1.1494011504E-05   8.7579249430E-05
    0.626136   1.0429367062E-04   2.8869337030E-06   1.1989490439E-05   8.9417246476E-05
