0.00000 2.812953366601E-013 3.635839605319E-005 -9.845893639929E-001
0.20000 2.576105350749E-006 4.092702904755E-005 -9.845862143214E-001
0.40000 7.248042762284E-006 4.947487609405E-005 -9.845803822067E-001
0.60000 1.125056317039E-005 5.727834322514E-005 -9.845750397624E-001
0.80000 1.427892252357E-005 6.399267403891E-005 -9.845704157306E-001
1.00000 1.564910352792E-005 6.876169541662E-005 -9.845672176019E-001
1.20000 1.565553654778E-005 7.193564610686E-005 -9.845650803264E-001
1.40000 1.421703834063E-005 7.332798739614E-005 -9.845641980325E-001
1.60000 1.126054798899E-005 7.276948897766E-005 -9.845647500949E-001
1.80000 7.573534792857E-006 7.104933889314E-005 -9.845660601267E-001
2.00000 3.273216124130E-006 6.819372186942E-005 -9.845682480397E-001
2.20000 -1.238088249519E-006 6.454887709953E-005 -9.845710612097E-001
2.40000 -5.096710536368E-006 6.093391466023E-005 -9.845738332289E-001
2.60000 -8.320965890487E-006 5.735468059028E-005 -9.845767353027E-001
2.80000 -1.045750027094E-005 5.420524547987E-005 -9.845793738882E-001
3.00000 -1.108114304572E-005 5.195695554314E-005 -9.845813703522E-001
3.20000 -1.061980191966E-005 5.037022750651E-005 -9.845830350366E-001
3.40000 -8.867635018835E-006 4.958890610910E-005 -9.845840285818E-001
3.60000 -6.029957582653E-006 4.969506213530E-005 -9.845843207429E-001
3.80000 -2.839372433031E-006 5.020600982632E-005 -9.845843173428E-001
4.00000 7.358296952041E-007 5.109549605514E-005 -9.845837496883E-001
4.20000 4.115035041382E-006 5.227910067973E-005 -9.845828496159E-001
4.40000 6.697666703979E-006 5.320153584400E-005 -9.845819990471E-001
4.60000 8.644004369277E-006 5.393561133979E-005 -9.845809386319E-001
4.80000 9.431906349612E-006 5.440522159145E-005 -9.845800591759E-001
5.00000 8.992834893585E-006 5.413441477354E-005 -9.845795852457E-001
5.20000 7.780871973824E-006 5.344987241289E-005 -9.845792293134E-001
5.40000 5.556945216172E-006 5.224136837237E-005 -9.845794515312E-001
5.60000 2.809023636169E-006 5.018485647051E-005 -9.845802016078E-001
5.80000 9.519127743368E-008 4.780459832229E-005 -9.845811947098E-001
6.00000 -2.666093626118E-006 4.483175259958E-005 -9.845828675890E-001
6.20000 -4.780136542262E-006 4.116884089586E-005 -9.845848570839E-001
6.40000 -5.985800957136E-006 3.738807288126E-005 -9.845869882354E-001
6.60000 -6.471099276147E-006 3.307280254109E-005 -9.845895901309E-001
6.80000 -5.739097222882E-006 2.845214777266E-005 -9.845920864211E-001
7.00000 -4.077528076372E-006 2.401519450000E-005 -9.845945334556E-001
7.20000 -1.855789601638E-006 1.935363462532E-005 -9.845970838271E-001
7.40000 1.090726731777E-006 1.501878292603E-005 -9.845991369427E-001
7.60000 4.053754581622E-006 1.129734629434E-005 -9.846009978755E-001
7.80000 6.710445526462E-006 7.903806017760E-006 -9.846025854562E-001
8.00000 9.067376953629E-006 5.493907459702E-006 -9.846034435922E-001
8.20000 1.039910104595E-005 4.031717299028E-006 -9.846040081781E-001
8.40000 1.075755921748E-005 3.310357707090E-006 -9.846039704232E-001
8.60000 1.022762064388E-005 3.781151816003E-006 -9.846031315942E-001
8.80000 8.417328839234E-006 5.058825918553E-006 -9.846019271757E-001
9.00000 5.867970140656E-006 6.921514347822E-006 -9.845999581839E-001
9.20000 2.771844462193E-006 9.497211034244E-006 -9.845973592060E-001
9.40000 -8.774183072474E-007 1.222108457351E-005 -9.845945251805E-001
9.60000 -4.276828700688E-006 1.489201375274E-005 -9.845911630767E-001
9.80000 -7.339464621617E-006 1.750930477544E-005 -9.845877260813E-001
10.00000 -9.896767422760E-006 1.961456563039E-005 -9.845845442695E-001
10.20000 -1.128915686165E-005 2.119034056105E-005 -9.845814854541E-001
10.40000 -1.177583473923E-005 2.240324130446E-005 -9.845791351519E-001
10.60000 -1.124100867318E-005 2.305259761703E-005 -9.845776300588E-001
10.80000 -9.453673559311E-006 2.340250477581E-005 -9.845768491094E-001
11.00000 -7.040245331111E-006 2.384328025645E-005 -9.845772373589E-001
11.20000 -3.971964046661E-006 2.429254155631E-005 -9.845785785305E-001
11.40000 -4.385503771510E-007 2.519119778669E-005 -9.845806206802E-001
11.60000 2.820721952036E-006 2.687643571019E-005 -9.845835437130E-001
11.80000 5.903301805904E-006 2.910415959063E-005 -9.845867938152E-001
12.00000 8.428979222073E-006 3.228057245995E-005 -9.845900875640E-001
12.20000 9.902939788882E-006 3.634449339704E-005 -9.845934593458E-001
12.40000 1.065273403206E-005 4.079586560450E-005 -9.845962542658E-001
12.60000 1.034342243457E-005 4.590091126568E-005 -9.845984333367E-001
12.80000 8.941751943615E-006 5.112700062006E-005 -9.846000624173E-001
13.00000 6.990149162650E-006 5.595805569246E-005 -9.846006513287E-001
13.20000 4.273180912689E-006 6.059380708801E-005 -9.846005673694E-001
13.40000 1.174135787274E-006 6.429443039102E-005 -9.845999127477E-001
13.60000 -1.766761222950E-006 6.689855741306E-005 -9.845984731904E-001
13.80000 -4.731675926572E-006 6.865107594928E-005 -9.845969050688E-001
14.00000 -7.159335176037E-006 6.896014212991E-005 -9.845951924044E-001
14.20000 -8.790949856691E-006 6.817669460373E-005 -9.845933622645E-001
14.40000 -9.888086116616E-006 6.657646667805E-005 -9.845920690863E-001
14.60000 -9.964982966652E-006 6.388238870290E-005 -9.845910581060E-001
14.80000 -9.198827675764E-006 6.077206510429E-005 -9.845905151229E-001
15.00000 -7.930853931317E-006 5.742068895136E-005 -9.845908263935E-001
15.20000 -5.870312234170E-006 5.378659208450E-005 -9.845915267510E-001
15.40000 -3.560433776506E-006 5.053289138099E-005 -9.845928686593E-001
15.60000 -1.275610868657E-006 4.762956440406E-005 -9.845948467959E-001
15.80000 1.121788572970E-006 4.508985513181E-005 -9.845969250784E-001
16.00000 2.970906586202E-006 4.334336852884E-005 -9.845993372385E-001
16.20000 4.266233406455E-006 4.216094619403E-005 -9.846017443323E-001
16.40000 5.104070970793E-006 4.148568836818E-005 -9.846037167520E-001
16.60000 4.979826356966E-006 4.151621562864E-005 -9.846054482585E-001
16.80000 4.263140404423E-006 4.188334268131E-005 -9.846064774829E-001
17.00000 3.059103009826E-006 4.244736974970E-005 -9.846066386400E-001
17.20000 1.160221154681E-006 4.329614093645E-005 -9.846061428914E-001
17.40000 -7.834803414216E-007 4.395437425088E-005 -9.846046355416E-001
17.60000 -2.738942073263E-006 4.429415817814E-005 -9.846022725848E-001
17.80000 -4.668579605083E-006 4.439608700361E-005 -9.845993204736E-001
18.00000 -5.913125632093E-006 4.371790045632E-005 -9.845956097630E-001
18.20000 -6.667705658663E-006 4.232031731070E-005 -9.845915291100E-001
18.40000 -6.812982204661E-006 4.031774159337E-005 -9.845873295412E-001
18.60000 -5.970907248316E-006 3.722616339271E-005 -9.845829396894E-001
18.80000 -4.644416881097E-006 3.346764310635E-005 -9.845788212992E-001
19.00000 -2.743676285232E-006 2.917036514464E-005 -9.845750833314E-001
19.20000 -2.922938565458E-007 2.409011364381E-005 -9.845716583727E-001
19.40000 2.024704074719E-006 1.901681996012E-005 -9.845689752264E-001
19.60000 4.317727031008E-006 1.399612620139E-005 -9.845669294973E-001
19.80000 6.285576012452E-006 9.103365577531E-006 -9.845654721199E-001
20.00000 7.368730081214E-006 5.231551500758E-006 -9.845649486784E-001
20.20000 7.855410348781E-006 2.186544497842E-006 -9.845650442549E-001
20.40000 7.419426666632E-006 2.392478429917E-007 -9.845657886303E-001
20.60000 5.921213828138E-006 -2.873841153920E-008 -9.845673597988E-001
20.80000 3.901650298787E-006 8.488494629925E-007 -9.845692758595E-001
21.00000 1.168113284656E-006 3.119393408359E-006 -9.845716560912E-001
21.20000 -1.943926675838E-006 6.800004559359E-006 -9.845744110896E-001
21.40000 -4.802933466433E-006 1.112392024067E-005 -9.845770117848E-001
21.60000 -7.535817582247E-006 1.622266016922E-005 -9.845796546294E-001
21.80000 -9.572551628571E-006 2.167471369554E-005 -9.845820116390E-001
22.00000 -1.053710622469E-005 2.678706498694E-005 -9.845837356306E-001
22.20000 -1.069024771608E-005 3.169229846609E-005 -9.845851189636E-001
22.40000 -9.574192099834E-006 3.591636059866E-005 -9.845857874611E-001
22.60000 -7.342339124156E-006 3.912666994322E-005 -9.845857825117E-001
22.80000 -4.470702313936E-006 4.162748450329E-005 -9.845854760030E-001
23.00000 -7.815675385063E-007 4.317870157210E-005 -9.845846244937E-001
23.20000 3.089238134285E-006 4.383873068754E-005 -9.845836313418E-001
23.40000 6.650542502713E-006 4.409634811321E-005 -9.845828077761E-001
23.60000 9.931529085473E-006 4.389215528433E-005 -9.845820354096E-001
23.80000 1.218123257982E-005 4.345627658712E-005 -9.845818109357E-001
24.00000 1.326267177613E-005 4.328990142074E-005 -9.845821990578E-001
24.20000 1.331700985755E-005 4.323611884236E-005 -9.845830834262E-001
24.40000 1.188422404432E-005 4.348013967647E-005 -9.845847883578E-001
24.60000 9.399845554535E-006 4.434377688110E-005 -9.845870808214E-001
24.80000 6.198131283102E-006 4.539219995419E-005 -9.845897901656E-001
25.00000 2.231535476928E-006 4.677066727988E-005 -9.845930163068E-001
25.20000 -1.662188119286E-006 4.855518775112E-005 -9.845963526060E-001
25.40000 -5.193421537405E-006 5.013304025868E-005 -9.845996405574E-001
25.60000 -8.224267848555E-006 5.177962050082E-005 -9.846028726753E-001
25.80000 -9.982801199235E-006 5.335936323942E-005 -9.846056312912E-001
26.00000 -1.058778266403E-005 5.434942427379E-005 -9.846078722511E-001
26.20000 -1.002790996234E-005 5.524236738918E-005 -9.846095918724E-001
26.40000 -7.996663600091E-006 5.572176095853E-005 -9.846104549226E-001
26.60000 -5.147217672162E-006 5.555674205594E-005 -9.846105988626E-001
26.80000 -1.651922413918E-006 5.532406690915E-005 -9.846100487016E-001
27.00000 2.313939369241E-006 5.454501224277E-005 -9.846086035231E-001
27.20000 5.857398571015E-006 5.331478256491E-005 -9.846065995170E-001
27.40000 8.896761870181E-006 5.206700047629E-005 -9.846040556679E-001
27.60000 1.110860477692E-005 5.025440614715E-005 -9.846009530608E-001
27.80000 1.187618461328E-005 4.822821345352E-005 -9.845977581286E-001
28.00000 1.153545543084E-005 4.617313767743E-005 -9.845944210661E-001
28.20000 9.947334600587E-006 4.365318530885E-005 -9.845911049065E-001
28.40000 7.089772080692E-006 4.117536929747E-005 -9.845882291939E-001
28.60000 3.726129996762E-006 3.873617397166E-005 -9.845856213342E-001
28.80000 -9.537323260571E-008 3.613081406214E-005 -9.845835486198E-001
29.00000 -3.933211570345E-006 3.388790720646E-005 -9.845821915083E-001
29.20000 -6.993102018983E-006 3.189698519791E-005 -9.845812804976E-001
29.40000 -9.346996684648E-006 3.010689181818E-005 -9.845810881264E-001
29.60000 -1.051674829253E-005 2.890934054633E-005 -9.845814980478E-001
29.80000 -1.017652834594E-005 2.807559590270E-005 -9.845822654271E-001
30.00000 -8.785643425788E-006 2.751530742893E-005 -9.845836009653E-001
30.20000 -6.141206205878E-006 2.741124020907E-005 -9.845851918985E-001
30.40000 -2.564343075452E-006 2.738416154435E-005 -9.845869273390E-001
30.60000 1.204423488024E-006 2.724921396018E-005 -9.845889068874E-001
30.80000 5.166410054397E-006 2.709962263204E-005 -9.845907657632E-001
31.00000 8.640884520789E-006 2.648582051563E-005 -9.845925239307E-001
31.20000 1.105918551400E-005 2.533320630107E-005 -9.845941446993E-001
31.40000 1.255206284005E-005 2.386560974114E-005 -9.845953225402E-001
31.60000 1.256134203095E-005 2.173049223674E-005 -9.845961520985E-001
31.80000 1.111120133088E-005 1.923078686654E-005 -9.845965252982E-001
32.00000 8.658844685611E-006 1.677572749691E-005 -9.845962916442E-001
32.20000 5.019623151374E-006 1.418174689222E-005 -9.845956267988E-001
32.40000 8.226795278295E-007 1.213206536064E-005 -9.845944908424E-001
32.60000 -3.343962213764E-006 1.095772421435E-005 -9.845929465674E-001
32.80000 -7.448064218099E-006 1.052331906657E-005 -9.845912809821E-001
33.00000 -1.066847805840E-005 1.155432794647E-005 -9.845895693031E-001
33.20000 -1.273639555359E-005 1.391649228734E-005 -9.845880139012E-001
33.40000 -1.373990601943E-005 1.735983222578E-005 -9.845869242760E-001
33.60000 -1.314652365990E-005 2.226663707652E-005 -9.845863361286E-001
33.80000 -1.130297133775E-005 2.792305234189E-005 -9.845863990760E-001
34.00000 -8.545765337308E-006 3.400006989053E-005 -9.845872464655E-001
34.20000 -4.788923904997E-006 4.046229495867E-005 -9.845886768689E-001
34.40000 -8.505347239434E-007 4.635289744514E-005 -9.845906705968E-001
34.60000 2.926860455372E-006 5.152216020729E-005 -9.845930789926E-001
34.80000 6.412561980613E-006 5.579011310800E-005 -9.845954896096E-001
